CAPA ID;Title;Due Date;Deadline for effectiveness check;Assigned To;Pending Steps;Completed On;Category of Corrective Action;Priority;Action taken;Expected results of Action;Action plan;Description;Proposed responsible
73;"Update Doc0026_0029_0031.1 for appearance and pH adjustment";31/12/2022;;Gro Stokke;;18/06/2024 03:28 PM;Documentation (SOP etc.);High;Action performed;"The appearance test is correctly documented during quality control. Should be evaluated for at least 2 batches with this QC test included.";"Update Doc0026_0029_0031.1 to include a section for appearance. Appearance is a QC analysis that is a visual check, this should be double-controlled at the time of performance. Evaluate if relevant SOPs should be updated to include execution of Appearance testing. Add information that temperature has to be reported if a specific temperature is required during pH adjustment (when stated in Product Specification).  ";"The QC test for appearance/visual check was documented correctly for 2 batches of 2D2 products: B8929 and B8520. The updated worksheet provides clear instructions on how test should be performed and documented, which was confirmed by inspection of batch documentation. ";Gro Stokke
72;"Label switchboard to provide better overview of the connected instruments";14/12/2022;;Joakim Sørgård;;12/07/2023 05:01 PM;Other;Normal;Action performed;"No similar event to power loss after 6 months after action was executed.";"Label switchboard to provide better overview of the connected instruments";"No similar event was reported six months after CAPA was executed. Therfore CAPA is considered effective.";Joakim Sørgård
71;"Update CAPA  process in BizzMine, with adding technical verification and additional QA approval steps";14/01/2023;;Anna Huk;;07/02/2024 06:17 PM;System /process;High;Action performed;"80 % of CAPA, which will be approved six months after this CAPA execution, will have property-defined evidence of execution.";"Reason: Several CAPAs were revised in November 2022, and the following observation was raised. Major CAPA was not well defined (unspecific wording), and the expected results were written so that it's hard to evaluate the effectiveness of the action, evidence of execution was not given. Plan: CAPA plans to update the CAPA process in BizzMine by adding a step of technical verification for the CAPA Plan. QA Approval was added to each main process step: after CAPA Plan, CAPA Execution, and CAPA effectiveness check. The SOP will be updated to define how CAPA evidence should be reported.";"Since the SOP5039 was updated, 77 CAPAs were registered and technically verified for execution. From that CAPA, ten did not have defined acceptance criteria for effectiveness evaluation. Therefore, 87% of registered and technical verified CAPA had well-defined criteria for their effectiveness evaluation. The CAPA effectiveness evaluation criteria were evaluated: - All have a defined period when they have to be evaluated (period, number of runs, number of produced batches) - All have countable criteria that can be assessed (number of on-time executed training, number of failed runs, reoccurring events, collected feedback from employees, etc.).  See attachment 1.";Thu Thi Nguyen
70;"Sirius system should be updated with SMS alarm function";09/05/2023;;Elias Veidal;;30/08/2024 10:45 AM;Equipment / premises;Normal;Action performed;"All Sirius alarms will be spotted and investigated on time in six months after the CAPA is executed. ";"Update Sirus system with the function of SMS alarm to decrease the risk of missing critical alarms which may occur outside working hours.";"All the alarms were investigated using defined time measures. All the alarms that occurred outside site working hours were received by the Head of Operation via SMS message and followed-up accordingly. ";Elias Veidal
69;"Preparation for power loss and access of unauthorized personell";20/12/2022;;Mira Børstad;;31/05/2025 05:14 PM;Other;Low;Action performed;"No similar event  in 6 months after action was completed ";"Form a plan to oversee or check the actions of non-Curida Diatec staff entering and working on the premises to ensure that they do not affect areas or machines they are not supposed to interfere with.";"SOP 3001 for access control, and surveillance system for power loss is implemented. Similar event has not happened again, and it is evaluated that the correct actions was effective.";Thu Thi Nguyen
68;"Remind the production team of the importance of placing completed documentation with its corresponding project.";31/03/2023;;Gudrun Richstad;;30/08/2024 11:08 AM;System /process;Low;Action performed;"Documentation is placed with its corresponding project and all future batches are released with all in-process documentation included in batch documentation. No similar event happened in 4 months since retraining was performed.";"Remind the production team of the importance of placing completed documentation with its corresponding project.";"The person responsible for batch approval was interviewed. They confirm that in the last 4 months, they did not experience any missing worksheets in the batch record. Therefore CAPA is considered effective.   Additional comment: It was that in two 1A12 batches received recently by QA extra copies of some worksheets were included:  -B8891: 4 extra CL1000 sheets + 3 in-process ELISAs (copies from previously approved batch)-B8900: One extra Cl1000 sheet + I think it was 4 in-process ELISAs (copies from previously approved batch)  This indicates that operators are not sure which harvests are pooled into final products, therefore they sometimes add worksheets from previously approved batch related to the same project. This issue will be resolved when the Batch numbering system in BizzMine is implemented (refer to CAPA134).";Gudrun Richstad
67;"Create an ELISA slot in F:/LAB/Run no, to log information regarding each ELISA run.";22/02/2023;;Elias Veidal;;07/02/2024 01:33 PM;System /process;Normal;Action performed;"Assure tractability of ELISA documents. All ELISA document are correctly placed in batch document within 6 months after CAPA was implemented";"Create an ELISA slot in F:/LAB/Run no, to log information regarding each ELISA run. Here the Date, samples, batch and clone should be documented, Update SOP1007/1014/1025/1039/1097 should be updated with this routine.";"All the ELISA worksheets were correctly placed after the CAPA was implemented. No issues were reported related to incomplete batch documentation.";Elias Veidal
66;"Remind the laboratory team to be mindful of closing the freezer door after use";07/01/2023;;Yngve Ness;;07/02/2024 02:03 PM;Personnel;Low;Action performed;"No similar event occurred within 3 months after training was performed.";"Remind the laboratory team to be mindful of closing the freezer door after use.";"A similar event occurred, and it was reported in NC157. Therefore, CAPA66 is considered not effective. Further measures are taken in CAPA148 and CAPA149 to decrease the number of similar events.";Yngve Ness
65;"Transfer approved operator for clean room from excel list to BizzMine";13/01/2023;;Anna Huk;;24/07/2023 11:21 AM;System /process;Normal;Action performed;"All the operators performing work in the clean room were pre-qualified within the timeline six months after CAPA was executed.";"Reason: QA department is responsible for the approval of the clean room operator. Requalification of the operator has performed annually and is tracked using an Excel spreadsheet. The excel spreadsheet designed is not robust and requires many resources to be maintained. Moreover, the next requalification date is not visible, which can lead the not approved operator to execute production activities in a clean room. Plan: Transfer the Approved Operator list from excel to BizzMine, with a visible requalification date for operator and operator status overview. SOP1075 Validation of Aseptic Cell Culture Process has to be updated with reference to list in BizzmIne";"All the operators were requalified within a timeline, therefore CAPA is considered effective.";Mira Børstad
64;"The SOP1046 and SOP4013 have to be improved to address finding from the OOS027 investigation";30/06/2023;;Elias Veidal;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Normal;Action performed;"The next performed quality control which utilized flow cytometry should be conducted without laboratory error.";"The SOP1046 and SOP4013 have to be improved to address finding from the OOS027 investigation ";;Elias Veidal
63;"Additional training in the Flow Cytometry method used in Quality Control has to be given to operator EVE.";31/10/2023;;Elias Veidal;;07/02/2024 08:44 PM;Personnel;Normal;Action performed;"An operator is fully trained in methodology and successfully conducts a quality control analysis of the final product.";"Additional training in the Flow Cytometry method used in Quality Control has to be given to operator EVE.";"All executed by EVE runs met technical requirements criteria. Therefore, he is fully qualified to execute the analysis.   ";Elias Veidal
62;"Consider labelling the power sockets in the lab if the incident reoccurs in the next 7 months.";16/06/2023;;Suyog Basnet;;23/01/2024 07:04 PM;Equipment / premises;Normal;Action performed;"No similar incident in the next 7 months. ";"This is a one time incident that the MCB was switched to stop current flow due to overloading. Consider labelling the power sockets in the lab if the incident reoccurs in the next 7 months. ";"No similar event was reported after action was performed. ";Suyog Basnet
61;"Prepare a separate folder for sirius trend review for all instrument";23/12/2022;;Elias Veidal;;07/02/2024 04:25 PM;System /process;Normal;Action performed;"All trend reviews were performed on time in the period 6 months after CAPA was executed.";"Prepare a separate folder for sirius trend review for all instruments. | ";"The CAPA was not effective. The trend review was not performed on time twice, since CAPA was executed, and that was reported in NC183 and NC209.  ";Elias Veidal
59;"Retrained Operators in Equipment SOP5043";31/01/2023;;Anna Huk;;11/03/2025 10:05 AM;Personnel;Normal;Action performed;"No not approved instrument will be used in production. All the instruments in one year will be properly implemented into the production facility.";"Retrain operators with SOP5043 Equipment";"All instruments are now implemented via electronic form, which the QA team approves. Since training was given, all new instruments were implemented correctly: this included the following instruments: DIA410, DIA412, DIA413, DIA414, DIA415, DIA416, DIA420, DIA421,  The instruments located in the production facility were also inspected on the 10th of March. all instruments were properly labelled as described in the procedure. Therfore CAPA is considered effective, ";Anna Huk
58;"Update SOP0060 to include all the necessary information on one document in chronological order.";24/10/2023;;Joakim Sørgård;;08/07/2025 10:40 AM;Documentation (SOP etc.);Normal;Action performed;"Less deviations from the procedure, less time spent on performing the procedure and easier to be trained in procedure.";"Update SOP0060 to include all the necessary information on one document in chronological order. Update worksheet DOC0060.1/2/4 to work as a checklist, so that operator only needs to look up that which is unclear.";"Procedure is more streamlined.";Elias Veidal
57;"Label DIA170 with quarantine with reference to NCR";01/01/2023;;Virginie Follin-Arbelet;;07/02/2024 05:40 PM;Equipment / premises;Normal;Action performed;"Prevent DIA170 to be used in production before service by supplier.";"Label DIA170 with quarantine with reference to NC_54. Include in equipment-log that it is not to be used before service by supplier.";"The instrument was not used in any production activities, since was labelled and relocated. ";Virginie Follin-Arbelet
56;"Limit editing of the document header in document templates.";30/11/2022;;Anna Huk;;04/01/2023 02:45 PM;System /process;Low;Action not performed;"Approved and released documents display all information correctly in the header (tillite, document prefix, document number, and valid date). ";"Limit editing of the document header in document templates. This action should cover SOP, worksheets, MSDS, and management review templates.";"CAPA was not executed,  therefore effectiveness could not be addressed.";Anna Huk
55;"Perform training in supplier qualification";26/01/2023;;Anna Huk;;07/02/2024 05:11 PM;System /process;Normal;Action performed;"No material or service is obtained from unapproved suppliers. To be evaluated in a period 6-12 months since training was provided.";"Perform training in supplier qualification. ";" All materials and services used in production were obtained from approved suppliers.  The supplier qualification update is followed in gap assessment according to change control CMID12, action 41.";Anna Huk
54;"Update change control process";31/03/2023;;Anna Huk;;07/01/2025 02:40 PM;System /process;Normal;Action performed;"The impact assessment which is performed during change control initiation, should be executed efficiently and accurately. This has to be evaluated for at least 5-10 change control initiated after changes to the process have been incorporated. ";"To prevent reoccurring of the deviation, the following actions must be implemented within the change management process. The first list of organization areas that can be potentially impacted must be incorporated into the procedure and change management collection. In addition, the role of the project team should be better defined in SOP5038, which must be reflected in the collection workflow. Training in updated procedures has to be provided and documented.";"The SOP update was delayed, and several training sessions in change control was done to ensure that change control is executed efficiently. Since the training was given in change control, over 40 change controls were initiated, referring to CMID38 to 82. For each of them, the impact areas of the organisation were deaply were evaluated. The initiation of change became more efficient and stream line, as only a few changes were sent back from QA revision.";Anna Huk
53;"Conduct gap assessment for supplier qualification process";31/03/2023;;Anna Huk;;30/08/2024 11:30 AM;Other;Normal;Action performed;"All the gaps in supplier qualficiation are identified and addressed.   ";"The gap assessment has to be conducted to identify all currently used suppliers whiche did not go through the supplier qualification process. Gaps in supplier qualification have to be identified and corrected according to a valid version of SOP 5026.";"The supplier status was addressed. Currently, Diatec Curida has 57 actively used suppliers. 5 are still ongoing requalification: Ongoing qualification: - C3 company, the remaining step is the approval of the new Quality and supplier agreement - Fisher Scientific AS - the remaining step is the approval of the new Quality and supplier agreement - VWR International AS - the remaining step is the approval of the new Quality and supplier agreement - Atlas Spedisjon AS - audit and negotiation of quality and supplier agreement - Nextera AS - the alternative for that supplier is under evaluation.     The qualification will continue as defined in change control CMID12, change action 41.   The CAPA is considered effective as all the gaps in supplier qualification were identified and addressed correctly.";Anna Huk
52;"Perform qualification of Vivaldi software company, eQMS software BizzMine provider";28/02/2023;;Anna Huk;;04/03/2024 02:13 PM;Equipment / premises;Normal;Action performed;"Qualification of Vivaldi software company was executed according to the current version of SOP5026";"Perform qualification of Vivaldi software company, eQMS software BizzMine provider";"The supplier was qualified according to SOP5026. No additional evaluation will be performed for this CAPA.  ";Anna Huk
51;"Order service for the instrument for DIA156 incubator";17/12/2022;;Suyog Basnet;;23/01/2024 07:17 PM;Equipment / premises;Normal;Action performed;"Fixing the instrument, and both CO2 and temperature are within the acceptable range. ";"Order service for the instrument for DIA156 incubator";"There were no deviations reported to the DIA156 incubator performance since the instrument was repaired. Therefore, CAPA is considered effective. ";Suyog Basnet
50;"SOP4045 to be updated. Change Chiller AS to "Approved service provider".";31/01/2023;;Gro Stokke;;07/02/2024 05:08 PM;Documentation (SOP etc.);Normal;Action performed;"SOP4045 approved by QA.";"SOP4045 to be updated. Change Chiller AS to "Approved service provider".";"The SOP was updated accordingly. The service for the cold room was executed by the approved supplier in 2024.";Gro Stokke
49;"Execute service for Cold room DIA283.";14/12/2022;;Gro Stokke;;07/02/2024 05:06 PM;Equipment / premises;Normal;Action performed;"Service report will be attached.";"Pingving Klima to perform service for Cold room DIA283.";"The service of the cold room was performed. There were no reported issues related to the performance of a cold room in one year after service was performed. ";Gro Stokke
48;"Check CO2 supply system";29/09/2022;;Øyvind Røe;;18/06/2024 03:44 PM;Equipment / premises;Normal;Action performed;"Identify errors in CO2 Central supply.";"Check CO2 supply system before and after the cylinders on side2 becomes empty (side2 is currently running). When in the state of empty there is an automatic switch that changes the supply form side2 to side1. Attached pictures of gauge for side1 before and after switch (side1 operates).  After switch the supply must be monitored closely for errors. After switch the CO2 cylinders on side1 should last approx. 2 months if in normal shape.";"No issue or error related to CO2 supply was detected or reported. ";Øyvind Røe
47;"Change process that only Diatec staff can change cylinders in online positions. SOP4030.";30/04/2023;;Øyvind Røe;;14/10/2024 08:12 AM;System /process;Normal;Action performed;"No similar event to NCR64 occurs in 4 months after CAPA execution is approved.";"Change process that only Diatec staff can change cylinders in online positions. It must be observed at opening that outlet pressure raises to expceted level, 40-50bar. This to ensure the supplied cylinders are full.";"The CAPA is considered effective as no similar event as reported in 4 months after measures were put in place. ";Øyvind Røe
46;"Use socket-cover to prevent other instruments connecting on the same circuit as that of ASX's incubator fridge and pump control electronics on a circuit";30/11/2022;;Suyog Basnet;;23/01/2024 07:08 PM;Equipment / premises;Normal;Action performed;"No other instrument is connected to the socket with ASX.  ";"Use socket-cover to prevent other instruments connecting on the same circuit as that of ASX's incubator fridge and pump control electronics on a circuit. ASX's incubator fridge socket and pump control electronics should be connected in two separate circuits.  ";"No similar event to NC70 was reported since actions 46 and 62 were executed.";Suyog Basnet
45;"Update SOP4008 and specify the Sirius logger trend review regime when instrument is switched OFF.";31/10/2022;;Suyog Basnet;;18/06/2024 04:23 PM;Documentation (SOP etc.);Normal;Action performed;"No similar NC in the next 6 months";"Update SOP4008 and specify the Sirius logger trend review regime when instrument is switched OFF. ";"No similar deviation to NC66, (trend was not performed for switch-off instrument) was reported since CAPA was executed.";Suyog Basnet
44;"Perform check of CO2 system";29/09/2022;;Øyvind Røe;;13/03/2024 11:26 AM;No corrective actions required;Normal;Action not performed;"Find any malfunctions in the CO2 supply, all parts included, if any.";"Check every working day the pressure on the CO2 sypply system, to see if any errors occurs. Check involves wall mounted outlets and Automatic CO2 switch in outside cabinet, and if any alarms occurs. In this period, the already in use CO2 cylinders on side 2 should not be empty, should last approx. 2 months.";"NA";Øyvind Røe
43;"Set up alarm notification system in Sirius which will alarm operator when a sensor stop transmit signal";31/12/2022;;Elias Veidal;;18/06/2024 04:15 PM;Equipment / premises;Normal;Action performed;"All malfunction related to disturbed transmission of the sensor will be detected quickly (within defined time).  ";"Evaluate if it is possible to set up alarm notification system in Sirius which will alarm operator when a sensor stop transmit signal in a similar way it is done for temperature and CO2. ";"Since the CAPA was executed, one incident related to lose of data transition from loggers was reported (refer to NC122). The newly set up alarm was not noticed by the operator for over 2 weeks. Therfore CAPA is considered ineffective. ";Elias Veidal
42;"Update SOP1066 to clearly state to analyze the gel to include the portion above the first band of the ladder but not the sample application well.";07/01/2023;;Suyog Basnet;;07/02/2024 01:48 PM;Documentation (SOP etc.);Normal;Action performed;"Prevention of similar non-conformance";"Update SOP1066 to clearly state to analyze the gel to include the portion above the first band of the ladder but not the sample application well. The same applies for the bottom of the gel.  ";"Since CAPA was executed and the procedure was implemented in January 2022, no similar deviation related to picture adjustment (SDS-Page method SOP1066 ) was reported. The evaluation was done in 12 months period after CAPA was executed.";Suyog Basnet
41;"Update SOP1066 to include clear information regarding the IgM control to be used.";18/02/2023;;Suyog Basnet;;31/10/2023 08:12 PM;Documentation (SOP etc.);Normal;Action performed;"Correct batch (approved batch, without degradation) used in next 5 SDS runs performed after an action is executed.";"Update SOP1066 to include clear information regarding the IgM control to be used. ";"5 runs perfomed after CAPA was executed. FOr all of them correct reference batch was used.    SDS645 EVE 16/02/2023 Non reduced B8504 2D2 NA NA NA NA SDS646 EVE 03/03/2023 Non reduced B8505 932/3F3-2G6 B8506 280 NA NA SDS647 EVE 10/03/2023 Non reduced B8508 BER-EP4 B8507 931/607-2B1 NA NA SDS648 EVE 17/03/2023 Non reduced B8522 WDI-1 NA NA NA NA SDS649 EVE 24/03/2023 non reduced B8525 M21C12 NA NA NA NA  ";Suyog Basnet
40;"Update SOP1007 to use approved standard in ELISA method";31/10/2022;;Suyog Basnet;;12/07/2023 04:45 PM;Documentation (SOP etc.);Normal;Action performed;"No similar deviation in the next six months after the action is implemented.";"Update SOP1007 specifying to always use QA approved batch as control. ";"The correct, approved batch was used in all the ELISA analyses performed within 12 months after the CAPA was executed. There was no similar deviation to NCR51 reported in last 12 months.Therefore CAPA is considered effective.";Suyog Basnet
39;"Claim insurance for the loss of money due to shipping issues";15/09/2022;;Bjørn Pedersen;;18/06/2024 05:00 PM;Other;Normal;Action not performed;"Financial reimbursement";"Claim insuranse for the loss of money due to shipping issues in two separate cases:  1. Exbio (NC_39 and SCR_070)  The following product was discarded and replaced due to issues with shipping. Value 7423,5 EUR (see attahced inovoice 5482) 2. Biosense (NC_56) The following product was lost due to issues with shipping (value 93.498,06 NOK). See attached order confirmation (6757), no invoice available - sent as autoinvoice";"NA";Bjørn Pedersen
38;"Retraining in handling Maximiser tubing";31/08/2022;;Ida Myhrvold;;30/11/2022 05:46 PM;Personnel;Normal;Action performed;"No problem with Maximiser tubing in 3 months since retraining was performed.";"Remind all operators to make caution when working with maximizer to avoid kinked tubing lines. The "see through" window on the maximizer lid can be used as help to look at the tubing lines inside the instrument when the lid is closed. ";"No deviation related to incorrect tubing handling was reported since retraining was performed.";Ida Myhrvold
37;"Establish individual program for purification process with protein G";31/08/2022;;Øyvind Røe;;30/11/2022 05:31 PM;Equipment / premises;Normal;Action performed;"No confusion on if the correct program has been used, as each protein purification type has its own program named accordingly.";"To avoid confusion during Protein G purification, the Protein A 20 ml FPLC program will be duplicated and named Protein G 20 ml. This is due to Protein A 20 ml FPLC program is currently used for both Protein A and Protein G purification as they require identical steps.";"In all purification processes executed in the last 3 months, the correct purification process was used on AKTA instrument.";Øyvind Røe
36;"Create a control plan for shipping and follow-up on packing until a customer receives goods.";30/09/2022;;Mira Børstad;;08/01/2024 08:32 PM;System /process;Normal;Action performed;"All products delivered to the customers on time, evaluated in 6 months after the new control plan started to be used";"Create a control plan for shipping and follow-up on packing until a customer receives goods.";"All the shipment was delivered correctly, according to the control plan for shipment. No delivery was mixed up. There are no reported issues with package integrity either. 95% delivery on time was evaluated for product shipment only (not for production of product).  ";Head of Business Development
35;"Revise SOP1066 to use IgG sample when performing SDS analysis of IgM sample.";18/02/2023;;Suyog Basnet;;24/10/2024 04:17 PM;Documentation (SOP etc.);Normal;Action performed;"The correct sample is used in 5 SDS runs after an action is executed.";"Revise SOP1066 not to use the IgM sample as a control when testing IgM antibodies. Instead any other IgG sample can be used as control for the IgM sample. ";"In 6 months after CAPA was executed all QC tests for IgM were performed using correct reference batch. Therfore CAPA is considered effective.";Suyog Basnet
34;"Remind operators to check if the product is approved by QA before using it as a standard for any procedure";30/09/2022;;Anna Huk;;26/01/2023 04:31 PM;Personnel;Normal;Action not performed;"NO similar event to NCR51 in 3 months after CAPA is executed";"Remind operators to check if the product is approved by QA before using it as a standard for any procedure ";"NA as CAPA was not executed. ";Suyog Basnet
33;"Improve documentation package for lab team.";02/08/2023;;Mira Børstad;;24/10/2024 04:03 PM;Equipment / premises;Normal;Action not performed;"Ensure that production team always have the correct documents with the correct information available. ";"Improve documentation package for lab team.  Projects - Product Specification and Control Plans should be transferred to Bizzmine and information automatically loaded ";"The CAPA is considered not ineffective as several nonconformances were reported related to performing production processes not in accordance with Product specifications (NC266, 169, 148).  ";Mira Børstad
32;"Update SOP5029 Audit: provide information regarding internal audit frequency";31/10/2022;;Anna Huk;;16/07/2024 05:17 PM;System /process;Normal;Action performed;"Clear instruction ware provided in SOP5029 on internal audit frequency. ";"Update SOP5029 Audit: provide information regarding internal audit frequency. ";"The procedure was updated regarding audit frequency. Since the procedure was updated in August 2023, 6 internal audits were conducted, 3 departments were audited: Production, Quality and Business Development, and 20 internal processes were inspected. All the internal audit reports were documented in electronic form in eQMS. The CAPA is consider effective.";Anna Huk
31;"Establish the Supplier Qualification Program in eQMS software in BizzMine";28/02/2023;;Anna Huk;;18/06/2024 03:20 PM;System /process;Normal;Action performed;"Supplier Qualifications will be followed up in the timely manner";"The action requires establishing Supplier Qualification Program in eQMS software in BizzMine. The Change control should be initiated. The SOP5026 must be updated to provide explicit instruction on maintaining the Supplier Program.";"Since the new supplier program was established in BizzMine, 3 new suppliers required qualification. All the new suppliers were qualified on time, as stated in change control:CMID38, Change action 205: Supplier: RocheCMID59, Change action 325, Supplier: Genscrpit. CMID69, change action 331: Supplier: MieleThe CAPA is considered effectivective.";Anna Huk
30;"Retraining personnel inn following Product Specification during production";31/08/2022;;Øyvind Røe;;03/01/2024 06:38 PM;Personnel;Normal;Action performed;"All productions executed in the next six months were performed according to the criteria/parameters stated in the Product specification.";"Inform on a Lab Team weekly meeting about incidents. Highlight that it is essential always to check Product Specification and Control plan requirements were performed at every production step. Attached are the meeting minutes.";"In six months since CAPA was executed, no similar event was reported.   8 months after CAPA execution, it was reported that NC118 "Used more FBS than stated in the product specification". However, this deviation is considered a process/procedure failure rather than a reoccurring deviation of NC35.  In NC118, the internal procedure was not specific enough, as the FBS concentration stated in the Product Specification applies only to the expansion phase. However, the concentration of FBS can vary in the thawing phase and can be adjusted by the operator. In addition, NC187 Filling volume of bulk vial HE1/4b/3 B8665 product not according to PS" was reported 12 months after CAPA was executed. This deviation is the result of the wrong interpretation of Product Specification and single operator error.   Overall, the CAPA30 is considered effective.";Thu Thi Nguyen
29;"The SDS and ELISA procedures have to be updated to include instructions on the type of material used when the reference batch is unavailable";31/10/2022;;Elias Veidal;;12/07/2023 04:51 PM;Documentation (SOP etc.);Low;Action performed;"Clear instruction are provided in SOP in the relevant SOPs ";"Several analytical methods used in quality and in-process control often require that the reference batch is run together with the test batch. This rule applies to techniques such as ELISA and BIORAD Stainfree SDS. In case when product is produced for the first time, and there is no available reference material/batch, it is allowed to use the same isotype as a reference batch. Until now, these were informal rules in the production, when a new test production was started. Example is attached. The SDS and ELISA procedures have to be updated to include instructions on the type of material used when the reference batch is unavailable. ";"The correct, approved batch was used in all the SDS analyses performed within 6 months after the CAPA was executed. There was no similar deviation to NCR51 reported in the last 6 months. Therefore, CAPA is considered effective.";Elias Veidal
28;"Update relevant procedure, with instruction what should be done with the cell culture flask which were stored together with the infected flasks.";31/12/2022;;Thu Thi Nguyen;;23/07/2025 10:51 AM;Documentation (SOP etc.);Low;Action performed;"Clear instructions are provided for a team. As the infection rarely occurs in the Production facility, more deities efficiency checks can not be defined at this point.";"Update relevant procedure, with instruction what should be done with the cell culture flask which were stored together with the infected flasks.";"The SOP now details a clear way of handling flasks positive for mycoplasma. ";Thu Thi Nguyen
27;"Include in SOP0060 a strong recommendation that the procedure should be performed by two trained operators.";09/07/2022;;Elias Veidal;;04/01/2023 02:43 PM;Documentation (SOP etc.);Normal;Action not performed;"Less human errors in performing the procedure SOP0060";"Include in SOP0060 a strong recommendation that the procedure should be performed by two trained operators. SOP needs to be updated, but worksheet already have columns for double signature.";"NA as the action was rejected by QA.";Elias Veidal
26;"Group retraining of laboratory team in SOP4011 Version 3.0.";28/02/2023;;Elias Veidal;;08/01/2024 08:07 PM;System /process;Normal;Action performed;"fewer errors in performing the process as well as awareness of possible wrong assembly of autoclaved equipment.";"Group retraining of laboratory team in SOP4011 Version 3.0.";"In 11 months since the CAPA was executed, only one deviation related to the autoclaving of the components was reported (NC98). What is more, there was no observed increase in infection events in production during this time. Therefore CAPA is considered effective.";Elias Veidal
25;"Concider Quality Agreement with Atlas";31/08/2022;;Anna Huk;;24/06/2025 08:46 PM;Other;Normal;Action performed;"N/A";"Concider Quality Agreement with Atlas";"N/A";Anna Huk
24;"Initiate a supplier complaint - Atlas Spedisjon";31/07/2022;;Mira Børstad;;24/06/2025 08:49 PM;Other;Normal;Action performed;"Agreement on compensation due to loss of product and extra shipping cost ";"Initiate a supplier complaint - Atlas Spedisjon ";"Supplier Complaint Report has been written, and the incident has not happend again. ";Mira Børstad
23;"Start a new production of cell line ABS 014-22";30/06/2022;;Gro Stokke;;31/10/2023 07:48 PM;Material;High;Action performed;"A mycoplasma free cell line ABS 014-22.";"Receive a new ampoule with ABS 014-22. The new cells will be mycoplasma tested. Culture all the cell lines from Bioporto in parallel.";"New production was started, no mycoplasma was detected and all projects: 2022-09/-12/-14/-15/-16/-17/-18/-19 were finalised (refer to Project List in BizzMine)";Gro Stokke
22;"Review and evaluate practise for handling of  QC samples and how control batches are chosen for QC analysis";01/02/2023;;Thu Thi Nguyen;;12/07/2023 04:40 PM;System /process;Normal;Action performed;"Only approved batches used for QC analysis";"Review and evaluate practise for handling of  QC samples and how control batches are chosen for QC analysis. if it is concluded that practise must be improved, update relevant proceudres (SOP5011, SOP1098 or other). To improve workflow evaluate if  Bizzmine can create a list of approved and not approved batches, that can be a supporting tool for planning purposes  ";"In one year since the CAPA was executed all the QC analyses were performed using the correct reference batch. Therefore CAPA is considered effective.";Mira Børstad
21;"Review and update material specificaiton section in Purchase agreement with Thermo Fisher Scientific";15/01/2023;;Mira Børstad;;02/12/2024 04:17 PM;Other;Normal;Action not performed;"The correct product specification will be used for next production of product 3090.";"Review and update material specificaiton section in Purchase agreement with Thermo Fisher Scientific: remove IEF method as a QC analysis and update SOP reference according to 4 digit number system.  Update  should be performed the following products: 3090, clone EO1. Update SOP references and remove IEF method. 5610, clone: 55.1. Update SOP references 5650, clone 3.155. Update SOP references and remove IEF method. 5400, clone SPV-T3b. Update SOP references and remove IEF method. 5405, clone SPV-T3b, product: SPV-T3b biotin conjugated. Update SOP reference 3270, clone 561. update SOP references and remove IEF method. 5200, clone BER-EP4. Update SOP references.  5640, clone RL-172.4. update SOP references and remove IEF method. 5620, clone AF23/9E4. update SOP references and remove IEF method. 5630, clone 3G1. Update SOP references 3170, clone BRA4-F1. Update SOP references 3030, clone UCHT-4. update SOP references and remove IEF method.    ";"The CAPA was not executed. However several other CAPA covering topics were executed: - update batch revision process (CMID46) - training additional personnel in creating PS (training record 502) and batch revision (training record 215, 489, 490) - updating process for creating PS (CMID83).   All 3090 product production since project 2022-01 included correct t analytical methods and their reference (see project 2024-52).";Head of Business Development
20;"Add information  regarding personal responsibilities for cleaning into ISO weekly plan";20/05/2022;;Thu Thi Nguyen;;12/07/2023 04:37 PM;Personnel;Normal;Action performed;"The cleaning of the lab area will be performed within defined interval. ";"Add information in ISO week plan that dedicated week responsible operator (responsible for cleaning analyse lab and AS lab) shall check control forms or excel spread sheet "Oversikt vasking og utstyr - Fornebu 2nd floor" for which type of cleaning to perform.";"The CAPA was effective. All the cleaning activities were performed within a defined timeline in one year after CAPA was executed.";Thu Thi Nguyen
19;"Order service for incubator DIA156";23/05/2022;;Øyvind Røe;;30/11/2022 04:38 PM;Equipment / premises;Normal;Action performed;"The problem with the incubator sensor has not re-occurred within six months after the service was performed.";"Ordered maintenance for the incubators";"The action was not effective as a new instrument failure (for incubator DIA 156) was reported in August 2022 (NCR60). The service was performed as a CAPA51. ";Øyvind Røe
18;"Retraining operators in using the instrument maintenance list:";08/06/2022;;Elias Veidal;;28/06/2023 01:59 PM;System /process;Normal;Action performed;"All instrument maintenance are performed within defined time frame. Sirius calibration are performed yearly. Check in Q1 2023.";"Retraining operators in using the instrument maintenance list: - Checking for instrument next maintenance deadline - How to navigate the list.";"The CAPA is considered effective as all sirus calibrations were performed on time. The NC111 was written due to the expected delay (references were in for external calibration), however, the delay did not occur.  ";Elias Veidal
